customer_id,signup_date,last_login,annual_fee,subscription_type,payment_method,account_age,number_of_logins,total_spent,num_tickets_raised,avg_response_time,satisfaction_score,country,device,usage_hours_per_month,churn
ayJQR5,4/3/2024,8/17/2023,79.99,Premium,UPI,4,924,2452.38,14,37.9,10,Australia,Mobile,102,false
URL304,5/5/2024,10/25/2023,79.99,Premium,DebitCard,7,957,1099.97,0,47.6,8,Australia,Mobile,24,false
6LZRoF,1/5/2024,6/19/2024,59.99,Gold,UPI,19,585,2736.85,8,24.8,5,UK,Tablet,16,false
UA5jLT,12/2/2023,10/14/2023,29.99,Basic,UPI,14,963,303.03,6,22.7,1,Canada,Tablet,22,true
I6JUP5,9/1/2023,8/29/2023,29.99,Basic,DebitCard,24,864,200.23,6,33.1,5,UK,Desktop,38,true
KWXNE1,12/22/2023,10/27/2023,29.99,Basic,UPI,14,871,4668.92,0,46.3,4,France,Tablet,53,true
pL94WW,8/2/2023,7/22/2023,59.99,Gold,DebitCard,9,791,2362.09,5,41.4,1,China,Tablet,29,false
k6u64a,7/25/2023,9/11/2023,59.99,Gold,CreditCard,7,261,2331.4,18,12.7,8,USA,Tablet,31,true
xUGz1J,10/5/2023,3/24/2024,59.99,Gold,CreditCard,33,517,2809.01,9,12.0,3,France,Mobile,89,false
vHNl1P,4/10/2024,3/17/2024,59.99,Gold,DebitCard,19,888,2754.99,3,16.3,6,Canada,Mobile,136,true
2c9p7s,1/3/2024,7/23/2023,29.99,Basic,DebitCard,14,321,407.54,19,24.4,1,Australia,Mobile,178,false
qN1kJG,12/5/2023,8/14/2023,29.99,Basic,UPI,20,952,2596.14,14,35.8,9,China,Mobile,123,true
b0u4Kx,11/3/2023,7/10/2023,29.99,Basic,CreditCard,29,263,2035.9,10,47.5,10,Germany,Desktop,117,false
4UlEz5,6/16/2024,12/14/2023,59.99,Gold,DebitCard,11,688,2068.52,17,16.9,2,USA,Desktop,179,false
vIl8BO,5/25/2024,6/19/2024,29.99,Basic,UPI,19,634,3864.08,18,15.4,7,Canada,Mobile,18,false
UV8LoV,1/4/2024,9/15/2023,29.99,Basic,CreditCard,21,266,3341.15,7,27.5,2,USA,Mobile,5,false
OHqn09,7/27/2023,6/26/2024,79.99,Premium,UPI,20,780,1367.46,6,20.3,1,Australia,Tablet,108,false
qw4HGp,7/14/2023,1/2/2024,29.99,Basic,CreditCard,9,417,1342.59,15,9.6,5,Australia,Mobile,1,false
BcvKwH,3/21/2024,7/12/2023,59.99,Gold,DebitCard,11,463,626.64,12,23.5,8,UK,Desktop,50,false
p3P016,11/20/2023,7/20/2023,29.99,Basic,CreditCard,29,74,4826.41,0,20.8,2,Australia,Desktop,22,false
LKZny0,9/7/2023,9/20/2023,79.99,Premium,CreditCard,15,657,2196.58,20,47.9,8,UK,Mobile,101,true
ay3EDH,3/16/2024,10/5/2023,59.99,Gold,DebitCard,25,902,4124.14,3,32.0,4,Japan,Tablet,192,true
83sjgn,5/21/2024,10/14/2023,29.99,Basic,DebitCard,9,165,71.85,19,30.1,8,Brazil,Mobile,71,true
zhHKQ9,9/4/2023,4/18/2024,79.99,Premium,CreditCard,15,310,1839.02,16,21.6,4,UK,Mobile,177,true
p85I61,11/6/2023,7/28/2023,29.99,Basic,CreditCard,15,726,4684.34,19,7.7,8,USA,Mobile,60,true
04oo6w,5/2/2024,10/22/2023,29.99,Basic,CreditCard,14,388,4624.8,5,32.9,2,Brazil,Mobile,5,true
ULY3sQ,1/13/2024,9/23/2023,29.99,Basic,DebitCard,35,59,620.33,10,15.6,10,Australia,Mobile,2,false
uC90Ly,12/19/2023,8/5/2023,29.99,Basic,UPI,34,573,3226.04,9,11.4,9,UK,Tablet,26,true
YQ0TDu,6/21/2024,11/30/2023,29.99,Basic,CreditCard,12,80,2004.17,7,27.4,8,UK,Tablet,60,true
WdzgH8,10/23/2023,2/25/2024,29.99,Basic,UPI,27,662,4023.56,3,42.8,2,Japan,Desktop,36,false
0bPE0z,7/20/2023,5/14/2024,29.99,Basic,DebitCard,34,681,2085.9,5,15.1,8,USA,Mobile,87,true
1JC7RJ,12/6/2023,9/30/2023,29.99,Basic,CreditCard,5,452,747.84,19,13.3,4,Canada,Desktop,68,false
j0jYr2,5/28/2024,4/4/2024,29.99,Basic,UPI,34,693,477.21,5,23.9,5,China,Desktop,20,true
67k5Cr,10/11/2023,7/4/2023,79.99,Premium,DebitCard,13,376,505.99,7,25.4,8,UK,Desktop,141,false
J9Jq08,3/16/2024,7/9/2023,59.99,Gold,CreditCard,14,908,2261.46,7,2.5,10,China,Desktop,160,true
V51H60,11/13/2023,5/22/2024,59.99,Gold,UPI,33,386,631.3,13,34.4,3,Australia,Desktop,56,true
faYel4,6/14/2024,8/16/2023,29.99,Basic,DebitCard,29,779,3630.75,19,6.5,1,Australia,Mobile,71,false
hrnh3m,8/12/2023,9/13/2023,59.99,Gold,DebitCard,28,904,3218.05,19,44.9,2,France,Desktop,57,true
iZRRRr,3/6/2024,11/4/2023,59.99,Gold,DebitCard,4,441,3475.41,0,5.2,8,Japan,Tablet,200,false
2W3cIS,1/3/2024,8/26/2023,29.99,Basic,CreditCard,14,523,867.29,6,20.7,4,USA,Mobile,53,true
5aiwxW,4/12/2024,9/2/2023,29.99,Basic,UPI,10,413,3869.66,11,19.9,8,USA,Desktop,157,false
CN6qmC,8/15/2023,11/2/2023,59.99,Gold,CreditCard,16,539,4488.55,1,19.7,9,Canada,Mobile,144,true
iXxGfb,4/16/2024,7/7/2023,29.99,Basic,DebitCard,30,665,3639.27,14,12.9,3,USA,Desktop,95,false
zumA6t,8/30/2023,3/12/2024,59.99,Gold,DebitCard,8,867,371.15,19,16.2,4,USA,Tablet,145,false
lK0IhQ,7/23/2023,9/12/2023,29.99,Basic,DebitCard,20,990,4479.51,10,33.7,2,Australia,Desktop,158,false
79a9r3,11/8/2023,10/15/2023,79.99,Premium,CreditCard,6,117,382.51,12,37.7,4,UK,Desktop,146,false
TV95ok,12/15/2023,7/5/2023,29.99,Basic,CreditCard,14,760,2213.19,2,2.0,6,Germany,Desktop,175,false
S8X528,6/30/2023,8/29/2023,29.99,Basic,CreditCard,11,532,1309.12,11,2.7,5,USA,Tablet,185,true
s1Ss6P,2/25/2024,12/24/2023,59.99,Gold,UPI,28,166,1235.31,6,12.0,4,UK,Mobile,76,false
o07z9y,9/21/2023,12/13/2023,29.99,Basic,DebitCard,7,393,302.69,2,17.9,7,USA,Mobile,187,false
ZfrI15,3/27/2024,6/17/2024,59.99,Gold,DebitCard,1,586,4355.98,11,42.1,7,Australia,Mobile,144,false
8fQWup,9/24/2023,12/24/2023,29.99,Basic,DebitCard,28,603,141.72,6,38.9,7,Canada,Mobile,88,true
W9Y6CC,8/28/2023,3/3/2024,29.99,Basic,CreditCard,8,785,1856.88,5,44.3,4,Australia,Desktop,197,true
6b64K8,4/23/2024,11/6/2023,59.99,Gold,DebitCard,35,985,3130.67,19,20.8,7,Canada,Desktop,185,false
WSv2aK,11/29/2023,2/14/2024,29.99,Basic,UPI,8,647,458.25,6,36.1,2,China,Desktop,110,false
Rp5xgr,1/21/2024,11/30/2023,29.99,Basic,DebitCard,9,461,2405.28,4,5.1,2,USA,Mobile,48,true
4O92V6,11/18/2023,8/27/2023,29.99,Basic,UPI,27,91,3721.67,18,44.2,2,USA,Mobile,112,true
JPSMU5,6/16/2024,4/6/2024,59.99,Gold,DebitCard,36,148,664.74,5,11.6,9,Australia,Mobile,116,false
hgKOSS,6/4/2024,12/3/2023,29.99,Basic,CreditCard,35,865,3416.42,1,45.0,9,USA,Desktop,77,true
J5fS6l,7/29/2023,7/23/2023,59.99,Gold,UPI,25,699,1505.46,17,30.7,3,USA,Desktop,177,false
RcP2av,9/30/2023,2/17/2024,29.99,Basic,DebitCard,13,118,1298.74,18,2.2,5,China,Mobile,175,false
0ZMSwU,6/15/2024,11/26/2023,29.99,Basic,UPI,7,7,4937.19,13,10.1,3,UK,Desktop,172,false
KZ1qHu,10/9/2023,10/3/2023,29.99,Basic,UPI,34,876,1412.85,9,33.2,3,France,Desktop,126,true
2JwMrh,9/25/2023,5/7/2024,29.99,Basic,DebitCard,19,698,3568.51,2,19.3,6,UK,Desktop,47,false
p7DAH1,1/31/2024,8/18/2023,29.99,Basic,DebitCard,17,827,3035.53,6,33.9,6,UK,Mobile,127,false
HK6fH3,4/18/2024,9/2/2023,29.99,Basic,DebitCard,14,737,1344.42,0,29.7,5,France,Desktop,73,true
6842o7,7/29/2023,7/8/2023,59.99,Gold,UPI,12,203,4678.82,20,9.7,6,Japan,Mobile,21,true
b85hND,8/25/2023,10/6/2023,59.99,Gold,CreditCard,16,656,2083.77,1,23.2,4,USA,Mobile,3,true
158Eh4,7/19/2023,9/2/2023,29.99,Basic,UPI,27,155,4384.24,20,26.4,4,Australia,Tablet,116,true
iY6zZ8,2/7/2024,11/14/2023,29.99,Basic,CreditCard,30,962,2380.62,2,36.2,2,USA,Tablet,62,true
BCmZuz,11/16/2023,7/18/2023,29.99,Basic,CreditCard,15,79,4297.28,8,41.8,4,China,Tablet,162,false
IclIkP,2/16/2024,8/22/2023,59.99,Gold,UPI,20,6,2483.26,12,38.9,5,Germany,Tablet,183,false
M0631a,6/22/2024,6/18/2024,79.99,Premium,DebitCard,14,153,1335.38,8,19.3,8,USA,Mobile,132,true
GM6E9B,12/7/2023,7/13/2023,29.99,Basic,UPI,28,514,3156.96,3,39.1,10,Taiwan,Mobile,188,false
scceC4,9/27/2023,8/17/2023,59.99,Gold,CreditCard,32,800,3872.71,8,46.2,3,France,Tablet,83,false
NE6966,9/18/2023,10/21/2023,59.99,Gold,UPI,33,601,1444.04,0,44.8,9,Brazil,Mobile,199,true
hZ0PNN,6/26/2024,12/30/2023,29.99,Basic,DebitCard,14,762,345.53,18,39.8,10,Canada,Desktop,13,false
5T5Ujt,10/16/2023,1/14/2024,29.99,Basic,CreditCard,19,46,3329.31,16,20.2,3,Canada,Tablet,170,true
zY19w3,2/20/2024,2/1/2024,29.99,Basic,DebitCard,31,417,3145.26,4,34.8,5,USA,Mobile,45,true
yieH1A,10/19/2023,4/8/2024,59.99,Gold,UPI,24,820,721.81,16,14.1,3,USA,Mobile,46,true
HunwsK,2/16/2024,12/16/2023,29.99,Basic,DebitCard,7,462,4683.96,3,40.4,10,France,Mobile,198,false
w27uym,8/19/2023,10/25/2023,29.99,Basic,CreditCard,18,327,1087.45,11,11.3,2,Canada,Tablet,163,true
monQZI,11/12/2023,8/27/2023,59.99,Gold,CreditCard,16,468,583.34,16,11.5,2,Brazil,Tablet,181,true
1FY3Zo,11/21/2023,8/12/2023,29.99,Basic,CreditCard,17,775,4544.89,19,18.9,3,Taiwan,Mobile,11,false
EA6tje,9/2/2023,6/8/2024,29.99,Basic,UPI,10,572,140.85,15,39.3,9,Australia,Mobile,99,true
3E0vj6,11/4/2023,8/10/2023,29.99,Basic,DebitCard,1,593,1649.65,7,15.3,6,USA,Desktop,10,true
DoDn90,3/8/2024,7/5/2023,29.99,Basic,DebitCard,15,36,1797.51,17,6.9,9,France,Mobile,7,true
4v8F8P,7/17/2023,10/2/2023,59.99,Gold,CreditCard,8,96,3579.51,7,2.3,7,UK,Desktop,171,true
4a9tZ6,2/3/2024,10/23/2023,29.99,Basic,DebitCard,23,593,3183.57,12,31.8,3,Germany,Desktop,73,false
CII3W8,7/18/2023,12/21/2023,59.99,Gold,CreditCard,19,569,1319.34,9,14.0,5,China,Mobile,50,false
xzEDZe,9/2/2023,2/6/2024,29.99,Basic,CreditCard,21,546,1235.12,20,3.5,10,USA,Mobile,71,false
G7uw27,10/28/2023,12/13/2023,59.99,Gold,DebitCard,18,947,310.06,2,14.3,10,UK,Tablet,177,false
brfV0e,10/18/2023,6/11/2024,29.99,Basic,UPI,34,232,3655.54,15,3.8,2,USA,Tablet,185,true
C2VoD2,1/18/2024,5/22/2024,59.99,Gold,DebitCard,4,92,4627.19,20,39.5,4,Canada,Tablet,15,false
xa30k9,5/13/2024,8/7/2023,79.99,Premium,UPI,23,857,1892.69,20,8.9,3,UK,Tablet,176,true
62Q982,4/24/2024,9/4/2023,29.99,Basic,CreditCard,29,866,3030.92,4,36.5,6,China,Tablet,133,true
p46Tt5,2/28/2024,7/25/2023,29.99,Basic,UPI,19,653,3929.4,11,38.4,9,Australia,Desktop,92,true
37XwjK,10/22/2023,8/31/2023,59.99,Gold,UPI,36,739,2783.84,16,42.2,9,Canada,Tablet,92,false
g8wwGv,12/3/2023,10/1/2023,29.99,Basic,DebitCard,13,448,665.11,8,38.4,10,China,Tablet,53,false
1Q2Sbg,1/31/2024,10/5/2023,29.99,Basic,UPI,29,863,4698.15,3,46.5,7,USA,Mobile,89,true
OSbRLo,6/6/2024,9/8/2023,59.99,Gold,DebitCard,28,183,29.78,20,28.9,3,China,Desktop,135,true
5plqd4,11/14/2023,8/18/2023,29.99,Basic,CreditCard,11,198,1076.97,13,34.8,9,China,Desktop,175,true
ElSOuq,10/23/2023,5/24/2024,29.99,Basic,DebitCard,8,18,1748.68,7,9.2,2,Japan,Tablet,176,false
F78QH5,12/16/2023,12/20/2023,29.99,Basic,CreditCard,4,295,781.82,8,2.0,3,China,Desktop,20,false
WsVD4z,6/13/2024,6/4/2024,79.99,Premium,DebitCard,5,252,4365.01,18,40.2,1,France,Desktop,30,false
qdmjnF,12/2/2023,10/7/2023,59.99,Gold,DebitCard,22,975,1603.16,14,33.4,9,USA,Desktop,135,false
iVKC1H,5/28/2024,4/28/2024,59.99,Gold,DebitCard,29,600,3662.32,3,1.4,6,Australia,Mobile,151,false
Ktv5LN,2/28/2024,2/16/2024,29.99,Basic,DebitCard,35,939,963.1,14,42.0,9,France,Mobile,65,true
QqW2A4,7/4/2023,8/11/2023,79.99,Premium,CreditCard,32,359,1057.87,4,33.7,8,UK,Mobile,151,false
ZM428z,6/22/2024,1/10/2024,79.99,Premium,UPI,16,991,351.83,11,21.2,3,UK,Desktop,128,false
2z1y90,4/29/2024,12/22/2023,29.99,Basic,UPI,17,872,1173.11,20,24.1,7,Germany,Mobile,105,true
q3irTt,4/8/2024,12/14/2023,59.99,Gold,UPI,12,44,2578.17,9,35.4,4,Australia,Mobile,142,true
xIhGE6,2/21/2024,7/17/2023,29.99,Basic,DebitCard,2,312,2252.98,5,12.1,6,Australia,Mobile,23,false
5kSHmU,1/26/2024,1/24/2024,29.99,Basic,DebitCard,23,105,4383.04,1,22.1,6,Brazil,Mobile,144,false
eb87vW,4/8/2024,12/28/2023,59.99,Gold,DebitCard,13,942,1021.52,11,34.6,7,USA,Mobile,138,true
xehqRO,12/27/2023,3/4/2024,59.99,Gold,CreditCard,26,59,1723.72,3,30.5,7,France,Mobile,32,true
tdcWf2,7/9/2023,1/14/2024,29.99,Basic,CreditCard,19,606,1293.85,4,35.3,10,France,Tablet,110,true
s0R3Wa,3/20/2024,1/9/2024,59.99,Gold,DebitCard,1,93,431.87,0,45.0,1,Canada,Mobile,105,true
W8O4fA,5/15/2024,1/10/2024,59.99,Gold,UPI,17,923,3178.15,8,41.2,1,Germany,Mobile,90,true
Ym0N0a,4/5/2024,6/15/2024,79.99,Premium,DebitCard,11,653,3506.44,5,23.3,4,USA,Tablet,154,false
TU0N9q,11/19/2023,12/20/2023,29.99,Basic,UPI,12,146,142.39,9,17.0,5,USA,Mobile,126,true
9DU1lq,12/21/2023,9/22/2023,79.99,Premium,UPI,17,662,3908.0,7,28.8,2,Germany,Desktop,155,false
qVJ98E,8/31/2023,4/29/2024,59.99,Gold,DebitCard,15,197,4963.21,12,4.7,1,Canada,Tablet,62,true
f73LRR,11/30/2023,8/3/2023,29.99,Basic,DebitCard,11,141,1939.01,16,29.7,8,Taiwan,Mobile,185,false
hHI9W8,3/24/2024,11/27/2023,79.99,Premium,UPI,7,596,4715.29,12,4.7,9,USA,Mobile,21,false
5ocvO1,9/15/2023,8/22/2023,29.99,Basic,UPI,20,671,4124.49,2,19.4,5,Japan,Desktop,183,true
4lFKbi,11/27/2023,2/17/2024,29.99,Basic,CreditCard,29,747,908.35,12,19.0,7,Germany,Desktop,80,true
98d9SK,11/7/2023,2/7/2024,29.99,Basic,UPI,7,201,1271.5,5,10.2,4,Canada,Mobile,137,true
MpaL1C,9/13/2023,8/12/2023,79.99,Premium,DebitCard,29,7,5.67,2,20.6,3,Australia,Mobile,48,false
V12sYB,12/6/2023,8/26/2023,29.99,Basic,DebitCard,1,103,900.97,17,28.0,4,USA,Tablet,15,false
Q4lGp2,6/21/2024,6/20/2024,29.99,Basic,CreditCard,23,531,3536.71,12,1.5,6,USA,Mobile,21,true
88XD4W,8/29/2023,9/13/2023,79.99,Premium,CreditCard,20,623,32.57,16,5.6,4,UK,Desktop,63,true
47KtTa,10/2/2023,6/22/2024,59.99,Gold,CreditCard,19,404,1453.51,5,40.1,7,UK,Tablet,152,true
IQ3hjA,12/12/2023,8/28/2023,29.99,Basic,UPI,22,381,2802.35,9,27.4,4,Germany,Tablet,127,true
Q33432,12/10/2023,6/11/2024,29.99,Basic,DebitCard,9,441,250.55,11,29.1,6,Brazil,Mobile,147,false
ZijddM,8/26/2023,6/7/2024,79.99,Premium,DebitCard,34,486,2039.92,9,33.1,5,France,Desktop,56,true
64YZ4t,2/29/2024,6/7/2024,59.99,Gold,CreditCard,25,692,1791.17,16,26.8,6,UK,Mobile,122,true
93Dk04,12/13/2023,5/27/2024,29.99,Basic,UPI,22,599,4372.39,17,46.2,8,China,Desktop,183,false
d48nB3,4/26/2024,6/23/2024,59.99,Gold,UPI,17,812,1574.76,7,17.4,8,Canada,Desktop,151,true
L34PLa,11/13/2023,9/10/2023,29.99,Basic,DebitCard,14,542,2261.4,19,9.7,7,UK,Desktop,44,true
x66XjF,1/29/2024,7/12/2023,59.99,Gold,CreditCard,1,818,1848.17,9,35.8,4,Brazil,Desktop,29,true
KGtl1K,11/13/2023,3/10/2024,29.99,Basic,DebitCard,19,257,640.91,13,25.7,7,Brazil,Desktop,174,false
00b58q,3/12/2024,2/29/2024,29.99,Basic,DebitCard,33,313,3071.94,4,23.7,7,USA,Desktop,101,true
Ud0X06,12/7/2023,4/22/2024,59.99,Gold,DebitCard,11,943,2714.13,11,28.8,2,France,Desktop,166,true
qL905X,1/8/2024,4/5/2024,29.99,Basic,DebitCard,35,518,3005.21,16,8.1,10,Germany,Tablet,62,false
xp1z01,4/5/2024,11/8/2023,79.99,Premium,CreditCard,11,750,282.79,14,47.8,3,Brazil,Desktop,2,true
40025J,6/19/2024,10/20/2023,29.99,Basic,DebitCard,29,71,4512.86,11,34.5,8,UK,Mobile,94,false
GQ4wex,1/20/2024,4/20/2024,29.99,Basic,DebitCard,14,780,829.18,0,45.4,6,Australia,Tablet,145,false
gv37vM,12/11/2023,7/4/2023,29.99,Basic,DebitCard,21,112,3051.67,14,25.5,6,USA,Mobile,106,false
DPmpMH,9/11/2023,11/15/2023,79.99,Premium,UPI,16,697,2948.0,13,44.8,8,France,Tablet,78,true
K7G0Bs,9/5/2023,12/9/2023,29.99,Basic,UPI,19,746,2128.17,1,30.6,4,USA,Tablet,173,true
9vcvyM,6/20/2024,5/20/2024,29.99,Basic,CreditCard,22,518,3024.35,5,5.0,1,Australia,Desktop,179,false
EqWUHg,2/8/2024,3/27/2024,29.99,Basic,CreditCard,33,125,1758.61,4,19.3,3,France,Mobile,63,true
PV02Pb,3/6/2024,7/2/2023,29.99,Basic,UPI,14,580,1457.3,5,20.8,3,USA,Desktop,75,true
BVagFn,3/3/2024,12/20/2023,79.99,Premium,UPI,35,280,3651.28,13,19.2,5,France,Mobile,50,false
UYGCiS,3/10/2024,8/23/2023,59.99,Gold,UPI,12,820,3791.41,1,9.7,1,France,Desktop,69,true
E6M334,5/30/2024,2/4/2024,29.99,Basic,DebitCard,36,822,2527.92,2,4.4,3,Germany,Tablet,108,false
Q8Lb1D,9/18/2023,1/24/2024,79.99,Premium,DebitCard,35,318,4881.38,19,19.3,4,UK,Mobile,122,true
EK7BS8,9/23/2023,7/4/2023,79.99,Premium,DebitCard,35,597,1006.21,19,21.7,4,USA,Tablet,77,false
EvY3D0,9/13/2023,4/27/2024,59.99,Gold,CreditCard,26,230,116.72,1,40.8,6,Germany,Mobile,160,true
Zm86q3,1/29/2024,7/19/2023,29.99,Basic,DebitCard,24,990,3501.71,15,29.3,6,Australia,Desktop,107,true
580148,4/11/2024,6/24/2024,29.99,Basic,DebitCard,1,334,3189.37,13,28.3,5,USA,Mobile,60,false
TnaLNg,5/20/2024,6/26/2024,29.99,Basic,CreditCard,36,207,4489.1,8,34.6,1,Taiwan,Mobile,82,true
HmpZcI,7/30/2023,5/2/2024,29.99,Basic,DebitCard,34,600,584.12,16,23.6,1,Canada,Tablet,121,false
sO3qVX,3/29/2024,10/22/2023,59.99,Gold,DebitCard,9,427,1088.18,0,25.3,7,Brazil,Desktop,93,true
6ZgJRd,8/10/2023,4/9/2024,29.99,Basic,UPI,10,472,701.01,12,15.6,1,Japan,Mobile,180,true
ym2e5M,1/12/2024,11/23/2023,29.99,Basic,CreditCard,3,300,363.98,9,11.9,5,Germany,Mobile,134,true
maVE2H,1/21/2024,12/23/2023,29.99,Basic,CreditCard,14,916,4719.2,15,39.6,2,Australia,Desktop,31,true
4kS961,3/6/2024,11/27/2023,29.99,Basic,CreditCard,13,488,3959.54,4,17.7,3,China,Mobile,184,true
459P6F,6/17/2024,7/11/2023,29.99,Basic,CreditCard,23,325,1472.71,9,22.9,2,China,Tablet,40,false
rZ5YMW,10/25/2023,5/5/2024,29.99,Basic,DebitCard,32,307,4999.29,8,37.8,2,Australia,Desktop,11,true
U15167,1/21/2024,3/18/2024,29.99,Basic,UPI,17,124,2959.92,12,17.5,2,Germany,Mobile,192,false
9a15VV,5/15/2024,8/7/2023,59.99,Gold,DebitCard,22,227,498.44,12,2.5,2,USA,Mobile,99,true
7a72iT,1/6/2024,7/2/2023,29.99,Basic,DebitCard,13,865,2411.22,0,28.8,5,China,Desktop,58,false
iiYEs9,12/24/2023,12/16/2023,29.99,Basic,DebitCard,28,273,2135.43,9,31.4,8,Australia,Mobile,183,true
KQu789,5/30/2024,4/11/2024,29.99,Basic,UPI,19,514,1994.35,19,38.7,9,China,Desktop,75,false
t16v80,1/10/2024,9/15/2023,59.99,Gold,UPI,36,61,1175.47,3,44.5,5,USA,Desktop,200,true
CJfV56,12/26/2023,6/10/2024,59.99,Gold,DebitCard,15,413,1773.33,12,45.6,3,Germany,Tablet,77,false
Am65qY,2/7/2024,12/15/2023,29.99,Basic,CreditCard,13,338,1867.1,14,34.7,6,Australia,Tablet,10,true
fSIC3M,10/4/2023,8/18/2023,29.99,Basic,DebitCard,35,149,24.32,16,40.4,2,Germany,Tablet,111,true
07444a,12/4/2023,9/27/2023,29.99,Basic,DebitCard,32,801,1010.99,10,10.6,10,China,Tablet,164,true
6e677b,10/8/2023,2/6/2024,59.99,Gold,CreditCard,28,868,2590.67,3,36.7,9,France,Mobile,176,false
rI6E3A,8/21/2023,5/26/2024,59.99,Gold,UPI,28,22,3260.96,8,37.8,6,UK,Mobile,52,true
05W8y3,9/26/2023,12/8/2023,29.99,Basic,CreditCard,18,883,2562.04,3,41.8,6,USA,Tablet,82,false
a5jSuf,4/5/2024,3/26/2024,79.99,Premium,UPI,8,396,4026.35,8,47.4,8,USA,Mobile,10,false
de8916,5/11/2024,2/16/2024,79.99,Premium,UPI,21,793,3145.57,8,16.8,4,China,Desktop,159,true
sgg78J,9/12/2023,9/26/2023,59.99,Gold,UPI,18,91,494.81,4,5.2,1,USA,Mobile,60,true
M8A5uU,11/26/2023,9/30/2023,29.99,Basic,UPI,18,875,4422.14,17,4.8,4,France,Tablet,109,false
yrXHob,6/19/2024,5/30/2024,29.99,Basic,UPI,12,572,1516.74,15,10.2,5,USA,Mobile,15,true
s5Vklk,10/6/2023,11/15/2023,29.99,Basic,CreditCard,20,151,3566.79,7,23.7,3,China,Tablet,157,false
Bs1YXP,12/17/2023,8/16/2023,29.99,Basic,CreditCard,3,881,1472.65,20,38.4,4,Australia,Mobile,14,false
59O95d,6/2/2024,9/20/2023,79.99,Premium,DebitCard,15,719,2268.78,15,21.7,2,Germany,Desktop,107,true
y0k3Pb,9/21/2023,7/30/2023,29.99,Basic,DebitCard,33,609,1150.51,8,19.6,9,Germany,Mobile,144,false
uEINSp,12/29/2023,4/27/2024,59.99,Gold,UPI,30,184,1991.88,6,24.3,5,UK,Desktop,62,false
ZCgb3R,10/9/2023,11/27/2023,29.99,Basic,CreditCard,6,466,2515.62,17,22.0,6,Australia,Mobile,132,true
70w9g0,3/27/2024,12/9/2023,29.99,Basic,CreditCard,14,324,1966.27,6,2.8,3,France,Desktop,168,true
TQb2U0,2/20/2024,6/8/2024,59.99,Gold,DebitCard,34,25,703.97,12,2.8,7,USA,Desktop,102,true
3F1MCE,6/29/2023,9/7/2023,29.99,Basic,DebitCard,22,89,645.31,2,15.7,2,USA,Mobile,142,true
ytx72y,9/17/2023,4/24/2024,59.99,Gold,DebitCard,2,635,4531.22,11,4.4,6,USA,Mobile,84,true
9I5ws2,2/8/2024,4/18/2024,79.99,Premium,DebitCard,14,823,4396.25,1,36.8,5,France,Desktop,83,false
ZOiM5K,7/22/2023,10/19/2023,29.99,Basic,DebitCard,7,771,2462.03,2,3.0,5,Australia,Mobile,33,true
0W2O25,9/19/2023,12/16/2023,29.99,Basic,UPI,9,555,4145.49,17,31.8,5,France,Tablet,178,true
7X4HJo,6/30/2023,3/19/2024,59.99,Gold,DebitCard,26,230,2267.43,19,28.5,7,Australia,Mobile,100,false
gGy604,1/13/2024,11/23/2023,29.99,Basic,DebitCard,5,579,478.08,5,8.9,1,USA,Mobile,165,false
zgrkF3,5/20/2024,2/29/2024,79.99,Premium,UPI,27,110,648.71,3,17.3,5,UK,Mobile,185,false
kf9mIL,6/7/2024,7/27/2023,79.99,Premium,UPI,36,425,2835.46,5,23.8,6,Germany,Mobile,13,false
4jU72L,9/1/2023,3/27/2024,59.99,Gold,CreditCard,28,85,136.73,11,20.4,6,Brazil,Tablet,174,false
FKbtcR,5/19/2024,5/1/2024,59.99,Gold,UPI,24,693,562.27,5,5.9,9,USA,Mobile,123,false
ikFQJk,1/13/2024,12/25/2023,79.99,Premium,UPI,30,48,669.05,19,19.0,8,UK,Tablet,97,false
zAY4ow,10/25/2023,7/27/2023,29.99,Basic,UPI,13,258,3237.79,19,38.2,6,France,Mobile,41,true
avRTBx,2/5/2024,1/10/2024,29.99,Basic,UPI,12,550,417.23,5,27.5,5,Germany,Desktop,90,false
omF3gB,3/1/2024,5/20/2024,29.99,Basic,UPI,10,374,4159.57,5,28.4,8,Australia,Mobile,195,true
2SRha4,5/22/2024,12/2/2023,29.99,Basic,CreditCard,17,57,308.54,14,27.1,8,Canada,Desktop,99,true
7aC53a,4/9/2024,5/2/2024,59.99,Gold,UPI,27,467,970.69,17,7.0,7,Germany,Mobile,186,false
Lj75yQ,9/16/2023,1/16/2024,29.99,Basic,CreditCard,18,97,1217.76,9,8.4,7,USA,Desktop,35,false
Sb67f9,5/27/2024,2/3/2024,29.99,Basic,UPI,20,371,2544.17,10,42.0,2,Germany,Mobile,166,true
RHd7An,5/5/2024,7/2/2023,79.99,Premium,UPI,5,544,571.75,15,13.9,4,Germany,Tablet,121,false
XnZGtm,5/1/2024,3/8/2024,59.99,Gold,DebitCard,8,35,427.06,11,7.6,7,Japan,Mobile,131,true
37jt5N,11/22/2023,11/16/2023,79.99,Premium,DebitCard,25,795,223.05,16,30.6,7,Japan,Desktop,34,false
7i1APR,4/23/2024,11/2/2023,29.99,Basic,DebitCard,22,756,766.7,6,42.2,7,France,Tablet,114,true
